Nap,Tmax
      [°C],Tmin
    [°C],Szél
	[m/s],Csapadék
	[mm]
2021.09.01szerda,20.5,14.8,8.4,0.5

2021.09.02csütörtök,24.1,13.1,3.1,0

2021.09.03péntek,26.4,16.3,2.8,0

2021.09.04szombat,26.8,17.1,2.7,0

2021.09.05vasárnap,26.3,17.9,5.3,0

2021.09.06hétfő,25.5,15.7,2.6,0

2021.09.07kedd,26.7,16.9,2.1,0

2021.09.08szerda,27.5,17.3,2,0

2021.09.09csütörtök,27.3,17.5,3.5,0

2021.09.10péntek,28.1,18.2,1.9,0

2021.09.11szombat,28.7,18.6,1.4,0

2021.09.12vasárnap,29.1,19.6,2,0

2021.09.13hétfő,29.3,20.1,3.2,0

2021.09.14kedd,29.1,19.7,2,0

2021.09.15szerda,31.2,20.6,2.3,0

2021.09.16csütörtök,28.5,21.3,5.2,0.3

2021.09.17péntek,22.7,16.8,7.3,2.8

2021.09.18szombat,20.8,15.5,6.3,0

2021.09.19vasárnap,21.5,14.4,4.5,0

2021.09.20hétfő,18.5,12.3,3.2,0

2021.09.21kedd,18.1,10.6,3.8,0

2021.09.22szerda,15.3,11.9,6.5,0.3

2021.09.23csütörtök,19.5,10.1,3.5,0

2021.09.24péntek,20.1,14.4,6.8,0

2021.09.25szombat,25.8,15.1,3.6,0

2021.09.26vasárnap,27,17.3,2.6,0

2021.09.27hétfő,22.8,18.4,3.6,1.5

2021.09.28kedd,20.5,16.3,3.1,0

2021.09.29szerda,19.9,15.6,3.8,0

2021.09.30csütörtök,15.9,13.1,3.9,10.1
