Nap,Tmax
      [°C],Tmin
    [°C],Szél
	[m/s],Csapadék
	[mm]
2022.05.01vasárnap,20,11.4,3.3,0.6

2022.05.02hétfő,20.5,13.3,1.7,0.9

2022.05.03kedd,21.6,13.2,2.6,0.3

2022.05.04szerda,22.6,13.6,3.3,0.1

2022.05.05csütörtök,23.1,12.4,3.6,0.3

2022.05.06péntek,23,14,3,0.1

2022.05.07szombat,22.5,15.7,3.9,0.3

2022.05.08vasárnap,22.7,14.4,2.1,2.6

2022.05.09hétfő,22.8,13.7,2.2,0.3

2022.05.10kedd,22.6,14.4,2.5,0

2022.05.11szerda,25.2,15,3.9,0

2022.05.12csütörtök,27.1,15.8,4.5,0.7

2022.05.13péntek,25.4,17.2,3.9,0.4

2022.05.14szombat,23.4,16,5.4,0

2022.05.15vasárnap,25.2,14.4,3.5,0

2022.05.16hétfő,24.3,17.5,2.2,0

2022.05.17kedd,20.8,15.7,5.9,3.7

2022.05.18szerda,20.1,14,3.7,0

2022.05.19csütörtök,22,11.4,3.5,0

2022.05.20péntek,25.5,12.7,3.1,0

2022.05.21szombat,22.9,17.2,7.6,0.3

2022.05.22vasárnap,22.5,14.5,6,0

2022.05.23hétfő,23.7,13.9,3.2,0

2022.05.24kedd,19.7,14.1,5.1,1.6

2022.05.25szerda,24.7,13.4,5.4,0

2022.05.26csütörtök,25.2,13.3,4.7,0

2022.05.27péntek,25.8,17.2,4.9,0

2022.05.28szombat,19.1,13.6,6.3,1.4

2022.05.29vasárnap,13.8,9.9,3.6,10.1

2022.05.30hétfő,20.4,9.8,4.3,1.1

2022.05.31kedd,24.1,11.3,3.1,0
